instance family pattern-time pattern-vertices pattern-edges pattern-loops pattern-meandeg pattern-maxdeg pattern-degisfixed pattern-density target-time target-vertices target-edges target-loops target-meandeg target-maxdeg target-degisfixed target-density
si2_m4Dr6_m256.05 6 0 51 82 0 3.21569 11 0 0.0643137 0 256 823 0 6.42969 11 0 0.0252145
si2_m4Dr6_m256.09 6 0 51 78 0 3.05882 8 0 0.0611765 0 256 821 0 6.41406 11 0 0.0251532
si2_m4Dr6_m256.00 6 0 51 87 0 3.41176 9 0 0.0682353 0 256 824 0 6.4375 11 0 0.0252451
si2_m4Dr6_m256.07 6 0 51 77 0 3.01961 9 0 0.0603922 0 256 824 0 6.4375 14 0 0.0252451
si2_m4Dr6_m256.04 6 0 51 87 0 3.41176 10 0 0.0682353 0 256 822 0 6.42188 11 0 0.0251838
si2_m4Dr6_m256.02 6 0 51 97 0 3.80392 9 0 0.0760784 0 256 824 0 6.4375 12 0 0.0252451
si2_m4Dr6_m256.01 6 0 51 76 0 2.98039 9 0 0.0596078 0 256 823 0 6.42969 11 0 0.0252145
si2_m4Dr6_m256.08 6 0 51 77 0 3.01961 9 0 0.0603922 0 256 824 0 6.4375 11 0 0.0252451
si2_m4Dr6_m256.03 6 0 51 93 0 3.64706 9 0 0.0729412 0 256 820 0 6.40625 11 0 0.0251225
si6_r01_m200.04 7 0 120 1373 0 22.8833 36 0 0.192297 0 200 3790 0 37.9 51 0 0.190452
si6_r01_m200.08 7 0 120 1389 0 23.15 35 0 0.194538 0 200 3776 0 37.76 56 0 0.189749
si6_r01_m200.02 7 0 120 1366 0 22.7667 33 0 0.191317 0 200 3808 0 38.08 55 0 0.191357
si6_r01_m200.09 7 0 120 1324 0 22.0667 34 0 0.185434 0 200 3786 0 37.86 50 0 0.190251
si6_r01_m200.07 7 0 120 1351 0 22.5167 33 0 0.189216 0 200 3788 0 37.88 54 0 0.190352
si6_r01_m200.00 7 0 120 1408 0 23.4667 31 0 0.197199 0 200 3797 0 37.97 49 0 0.190804
si6_r01_m200.01 7 0 120 1352 0 22.5333 35 0 0.189356 0 200 3769 0 37.69 56 0 0.189397
si6_r01_m200.03 7 0 120 1330 0 22.1667 33 0 0.186275 0 200 3794 0 37.94 54 0 0.190653
si6_r01_m200.05 7 0 120 1344 0 22.4 33 0 0.188235 0 200 3770 0 37.7 55 0 0.189447
si6_r01_m200.06 7 0 120 1350 0 22.5 32 0 0.189076 0 200 3757 0 37.57 50 0 0.188794
si2_b03m_m800.03 4 0 160 182 0 2.275 20 0 0.0143082 0 800 1199 0 2.9975 20 0 0.00375156
si2_b03m_m800.02 4 0 160 192 0 2.4 21 0 0.0150943 0 800 1198 0 2.995 21 0 0.00374844
si2_b03m_m800.09 4 0 160 180 0 2.25 22 0 0.0141509 0 800 1198 0 2.995 22 0 0.00374844
si2_b03m_m800.04 4 0 160 187 0 2.3375 15 0 0.0147013 0 800 1200 0 3 18 0 0.00375469
si2_b03m_m800.06 4 0 160 188 0 2.35 14 0 0.0147799 0 800 1200 0 3 20 0 0.00375469
si2_b03m_m800.05 4 0 160 187 0 2.3375 22 0 0.0147013 0 800 1200 0 3 22 0 0.00375469
si2_b03m_m800.01 4 0 160 187 0 2.3375 20 0 0.0147013 0 800 1200 0 3 20 0 0.00375469
si2_b03m_m800.08 4 0 160 181 0 2.2625 20 0 0.0142296 0 800 1199 0 2.9975 20 0 0.00375156
si2_b03m_m800.07 4 0 160 186 0 2.325 23 0 0.0146226 0 800 1200 0 3 23 0 0.00375469
si2_b03m_m800.00 4 0 160 188 0 2.35 17 0 0.0147799 0 800 1199 0 2.9975 17 0 0.00375156
si2_r001_m200.06 7 0 40 46 0 2.3 5 0 0.0589744 0 200 445 0 4.45 11 0 0.0223618
si2_r001_m200.01 7 0 40 48 0 2.4 7 0 0.0615385 0 200 449 0 4.49 11 0 0.0225628
si2_r001_m200.02 7 0 40 48 0 2.4 8 0 0.0615385 0 200 441 0 4.41 11 0 0.0221608
si2_r001_m200.07 7 0 40 54 0 2.7 8 0 0.0692308 0 200 456 0 4.56 11 0 0.0229146
si2_r001_m200.04 7 0 40 47 0 2.35 8 0 0.0602564 0 200 444 0 4.44 11 0 0.0223116
si2_r001_m200.05 7 0 40 44 0 2.2 5 0 0.0564103 0 200 452 0 4.52 11 0 0.0227136
si2_r001_m200.09 7 0 40 43 0 2.15 7 0 0.0551282 0 200 443 0 4.43 11 0 0.0222613
si2_r001_m200.03 7 0 40 46 0 2.3 6 0 0.0589744 0 200 449 0 4.49 13 0 0.0225628
si2_r001_m200.00 7 0 40 41 0 2.05 5 0 0.0525641 0 200 437 0 4.37 10 0 0.0219598
si2_r001_m200.08 7 0 40 46 0 2.3 6 0 0.0589744 0 200 443 0 4.43 12 0 0.0222613
si6_b03m_m800.01 4 0 480 641 0 2.67083 24 0 0.00557585 0 800 1200 0 3 24 0 0.00375469
si6_b03m_m800.08 4 0 480 657 0 2.7375 19 0 0.00571503 0 800 1200 0 3 19 0 0.00375469
si6_b03m_m800.03 4 0 480 651 0 2.7125 19 0 0.00566284 0 800 1200 0 3 19 0 0.00375469
si6_b03m_m800.00 4 0 480 642 0 2.675 20 0 0.00558455 0 800 1200 0 3 20 0 0.00375469
si6_b03m_m800.04 4 0 480 650 0 2.70833 17 0 0.00565414 0 800 1200 0 3 17 0 0.00375469
si6_b03m_m800.05 4 0 480 640 0 2.66667 20 0 0.00556715 0 800 1200 0 3 20 0 0.00375469
si6_b03m_m800.07 4 0 480 650 0 2.70833 20 0 0.00565414 0 800 1200 0 3 20 0 0.00375469
si6_b03m_m800.06 4 0 480 638 0 2.65833 21 0 0.00554976 0 800 1198 0 2.995 21 0 0.00374844
si6_b03m_m800.09 4 0 480 647 0 2.69583 21 0 0.00562804 0 800 1199 0 2.9975 21 0 0.00375156
si6_b03m_m800.02 4 0 480 652 0 2.71667 20 0 0.00567154 0 800 1200 0 3 20 0 0.00375469
si4_r005_m200.00 7 0 80 316 0 7.9 14 0 0.1 0 200 1949 0 19.49 35 0 0.0979397
si4_r005_m200.08 7 0 80 310 0 7.75 14 0 0.0981013 0 200 1947 0 19.47 32 0 0.0978392
si4_r005_m200.02 7 0 80 302 0 7.55 14 0 0.0955696 0 200 1943 0 19.43 33 0 0.0976382
si4_r005_m200.05 7 0 80 335 0 8.375 16 0 0.106013 0 200 1946 0 19.46 33 0 0.0977889
si4_r005_m200.06 7 0 80 325 0 8.125 17 0 0.102848 0 200 1958 0 19.58 33 0 0.098392
si4_r005_m200.04 7 0 80 307 0 7.675 15 0 0.0971519 0 200 1948 0 19.48 33 0 0.0978894
si4_r005_m200.07 7 0 80 305 0 7.625 15 0 0.096519 0 200 1954 0 19.54 32 0 0.098191
si4_r005_m200.09 7 0 80 302 0 7.55 14 0 0.0955696 0 200 1935 0 19.35 29 0 0.0972362
si4_r005_m200.01 7 0 80 315 0 7.875 14 0 0.0996835 0 200 1949 0 19.49 33 0 0.0979397
si4_r005_m200.03 7 0 80 318 0 7.95 14 0 0.100633 0 200 1948 0 19.48 31 0 0.0978894
si6_b09m_m400.03 4 0 240 821 0 6.84167 25 0 0.0286262 0 400 1795 0 8.975 25 0 0.0224937
si6_b09m_m400.07 4 0 240 802 0 6.68333 19 0 0.0279637 0 400 1796 0 8.98 21 0 0.0225063
si6_b09m_m400.00 4 0 240 832 0 6.93333 18 0 0.0290098 0 400 1797 0 8.985 25 0 0.0225188
si6_b09m_m400.04 4 0 240 825 0 6.875 20 0 0.0287657 0 400 1795 0 8.975 20 0 0.0224937
si6_b09m_m400.06 4 0 240 825 0 6.875 25 0 0.0287657 0 400 1796 0 8.98 25 0 0.0225063
si6_b09m_m400.08 4 0 240 864 0 7.2 17 0 0.0301255 0 400 1798 0 8.99 24 0 0.0225313
si6_b09m_m400.02 4 0 240 837 0 6.975 20 0 0.0291841 0 400 1795 0 8.975 21 0 0.0224937
si6_b09m_m400.05 4 0 240 846 0 7.05 21 0 0.0294979 0 400 1792 0 8.96 22 0 0.0224561
si6_b09m_m400.09 4 0 240 799 0 6.65833 21 0 0.0278591 0 400 1792 0 8.96 24 0 0.0224561
si6_b09m_m400.01 4 0 240 829 0 6.90833 26 0 0.0289052 0 400 1797 0 8.985 26 0 0.0225188
si2_b09_m200.08 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.01 3 0 40 156 0 7.8 9 0 0.2 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.06 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.05 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.00 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.02 3 0 40 154 0 7.7 9 0 0.197436 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.03 3 0 40 156 0 7.8 9 0 0.2 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.04 3 0 40 156 0 7.8 9 0 0.2 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.09 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si2_b09_m200.07 3 0 40 157 0 7.85 9 0 0.201282 0 200 900 0 9 9 1 0.0452261
si6_r01_m600.02 7 0 360 12235 0 67.9722 91 0 0.189338 0 600 34099 0 113.663 148 0 0.189755
si6_r01_m600.06 7 0 360 12359 0 68.6611 98 0 0.191257 0 600 34176 0 113.92 141 0 0.190184
si6_r01_m600.09 7 0 360 12410 0 68.9444 92 0 0.192046 0 600 34139 0 113.797 140 0 0.189978
si6_r01_m600.08 7 0 360 12343 0 68.5722 90 0 0.191009 0 600 34194 0 113.98 140 0 0.190284
si6_r01_m600.05 7 0 360 12310 0 68.3889 91 0 0.190498 0 600 34137 0 113.79 152 0 0.189967
si6_r01_m600.07 7 0 360 12225 0 67.9167 86 0 0.189183 0 600 34093 0 113.643 148 0 0.189722
si6_r01_m600.03 7 0 360 12368 0 68.7111 88 0 0.191396 0 600 34183 0 113.943 142 0 0.190223
si6_r01_m600.00 7 0 360 12237 0 67.9833 94 0 0.189369 0 600 34191 0 113.97 144 0 0.190267
si6_r01_m600.01 7 0 360 12175 0 67.6389 97 0 0.188409 0 600 34171 0 113.903 145 0 0.190156
si6_r01_m600.04 7 0 360 12361 0 68.6722 87 0 0.191288 0 600 34143 0 113.81 142 0 0.19
si2_b06_m200.02 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.00 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.01 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.06 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.09 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.07 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.04 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.08 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.03 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si2_b06_m200.05 3 0 40 114 0 5.7 6 0 0.146154 0 200 600 0 6 6 1 0.0301508
si6_m4Dr2_m1296.05 6 0 777 1980 0 5.09653 10 0 0.00656769 2 1296 3859 0 5.95525 10 0 0.00459865
si6_m4Dr2_m1296.09 6 0 777 1896 0 4.88031 10 0 0.00628906 2 1296 3858 0 5.9537 10 0 0.00459745
si6_m4Dr2_m1296.01 6 0 777 2009 0 5.17117 10 0 0.00666388 2 1296 3857 0 5.95216 11 0 0.00459626
si6_m4Dr2_m1296.06 6 0 777 1758 0 4.5251 11 0 0.00583131 2 1296 3859 0 5.95525 11 0 0.00459865
si6_m4Dr2_m1296.07 6 0 777 1834 0 4.72072 10 0 0.0060834 2 1296 3859 0 5.95525 10 0 0.00459865
si6_m4Dr2_m1296.03 6 0 777 1936 0 4.98327 10 0 0.00642174 2 1296 3858 0 5.9537 11 0 0.00459745
si6_m4Dr2_m1296.04 6 0 777 1980 0 5.09653 10 0 0.00656769 2 1296 3859 0 5.95525 10 0 0.00459865
si6_m4Dr2_m1296.00 6 0 777 1801 0 4.63578 11 0 0.00597394 2 1296 3859 0 5.95525 11 0 0.00459865
si6_m4Dr2_m1296.08 6 0 777 1915 0 4.92921 10 0 0.00635208 2 1296 3858 0 5.9537 10 0 0.00459745
si6_m4Dr2_m1296.02 6 0 777 2001 0 5.15058 11 0 0.00663734 2 1296 3859 0 5.95525 11 0 0.00459865
si2_b09m_m800.09 4 0 160 357 0 4.4625 21 0 0.028066 0 800 3595 0 8.9875 33 0 0.0112484
si2_b09m_m800.07 4 0 160 329 0 4.1125 23 0 0.0258648 0 800 3596 0 8.99 31 0 0.0112516
si2_b09m_m800.00 4 0 160 397 0 4.9625 21 0 0.0312107 0 800 3598 0 8.995 25 0 0.0112578
si2_b09m_m800.04 4 0 160 367 0 4.5875 24 0 0.0288522 0 800 3592 0 8.98 34 0 0.011239
si2_b09m_m800.02 4 0 160 420 0 5.25 21 0 0.0330189 0 800 3593 0 8.9825 28 0 0.0112422
si2_b09m_m800.05 4 0 160 366 0 4.575 23 0 0.0287736 0 800 3598 0 8.995 25 0 0.0112578
si2_b09m_m800.03 4 0 160 380 0 4.75 22 0 0.0298742 0 800 3595 0 8.9875 26 0 0.0112484
si2_b09m_m800.08 4 0 160 347 0 4.3375 29 0 0.0272799 0 800 3595 0 8.9875 29 0 0.0112484
si2_b09m_m800.06 4 0 160 404 0 5.05 18 0 0.031761 0 800 3600 0 9 25 0 0.0112641
si2_b09m_m800.01 4 0 160 412 0 5.15 21 0 0.0323899 0 800 3595 0 8.9875 27 0 0.0112484
si4_b03_m400.01 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.02 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.05 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.07 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.06 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.00 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.03 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.04 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.09 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si4_b03_m400.08 3 0 160 237 0 2.9625 3 0 0.0186321 0 400 600 0 3 3 1 0.0075188
si2_b03_m200.05 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.09 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.07 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.01 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.08 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.02 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.04 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.03 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.06 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si2_b03_m200.00 3 0 40 57 0 2.85 3 0 0.0730769 0 200 300 0 3 3 1 0.0150754
si4_r005_m600.00 7 0 240 2851 0 23.7583 38 0 0.0994073 0 600 17531 0 58.4367 84 0 0.097557
si4_r005_m600.02 7 0 240 2750 0 22.9167 36 0 0.0958856 0 600 17548 0 58.4933 79 0 0.0976516
si4_r005_m600.08 7 0 240 2818 0 23.4833 35 0 0.0982566 0 600 17522 0 58.4067 86 0 0.097507
si4_r005_m600.05 7 0 240 2747 0 22.8917 35 0 0.095781 0 600 17540 0 58.4667 83 0 0.0976071
si4_r005_m600.07 7 0 240 2770 0 23.0833 35 0 0.096583 0 600 17529 0 58.43 80 0 0.0975459
si4_r005_m600.06 7 0 240 2793 0 23.275 36 0 0.0973849 0 600 17565 0 58.55 80 0 0.0977462
si4_r005_m600.01 7 0 240 2806 0 23.3833 38 0 0.0978382 0 600 17511 0 58.37 83 0 0.0974457
si4_r005_m600.04 7 0 240 2888 0 24.0667 38 0 0.100697 0 600 17542 0 58.4733 79 0 0.0976183
si4_r005_m600.03 7 0 240 2843 0 23.6917 39 0 0.0991283 0 600 17566 0 58.5533 79 0 0.0977518
si4_r005_m600.09 7 0 240 2700 0 22.5 37 0 0.0941423 0 600 17521 0 58.4033 81 0 0.0975014
si4_b09_m400.05 3 0 160 697 0 8.7125 9 0 0.0547956 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.03 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.00 3 0 160 697 0 8.7125 9 0 0.0547956 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.07 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.01 3 0 160 697 0 8.7125 9 0 0.0547956 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.06 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.04 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.02 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.08 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b09_m400.09 3 0 160 696 0 8.7 9 0 0.054717 0 400 1800 0 9 9 1 0.0225564
si4_b06m_m400.06 4 0 160 352 0 4.4 15 0 0.027673 0 400 1198 0 5.99 18 0 0.0150125
si4_b06m_m400.03 4 0 160 364 0 4.55 19 0 0.0286164 0 400 1198 0 5.99 19 0 0.0150125
si4_b06m_m400.01 4 0 160 356 0 4.45 15 0 0.0279874 0 400 1196 0 5.98 20 0 0.0149875
si4_b06m_m400.08 4 0 160 349 0 4.3625 17 0 0.0274371 0 400 1199 0 5.995 17 0 0.0150251
si4_b06m_m400.05 4 0 160 312 0 3.9 17 0 0.0245283 0 400 1200 0 6 20 0 0.0150376
si4_b06m_m400.07 4 0 160 353 0 4.4125 15 0 0.0277516 0 400 1200 0 6 18 0 0.0150376
si4_b06m_m400.00 4 0 160 348 0 4.35 16 0 0.0273585 0 400 1196 0 5.98 18 0 0.0149875
si4_b06m_m400.04 4 0 160 360 0 4.5 15 0 0.0283019 0 400 1200 0 6 21 0 0.0150376
si4_b06m_m400.09 4 0 160 340 0 4.25 17 0 0.0267296 0 400 1198 0 5.99 17 0 0.0150125
si4_b06m_m400.02 4 0 160 350 0 4.375 19 0 0.0275157 0 400 1198 0 5.99 19 0 0.0150125
si2_m4Dr2_m625.05 6 0 125 262 0 4.192 9 0 0.0338065 0 625 1825 0 5.84 10 0 0.00935897
si2_m4Dr2_m625.00 6 0 125 200 0 3.2 9 0 0.0258065 0 625 1824 0 5.8368 9 0 0.00935385
si2_m4Dr2_m625.08 6 0 125 275 0 4.4 10 0 0.0354839 0 625 1825 0 5.84 10 0 0.00935897
si2_m4Dr2_m625.09 6 0 125 239 0 3.824 9 0 0.0308387 0 625 1824 0 5.8368 10 0 0.00935385
si2_m4Dr2_m625.06 6 0 125 220 0 3.52 9 0 0.0283871 0 625 1824 0 5.8368 10 0 0.00935385
si2_m4Dr2_m625.04 6 0 125 217 0 3.472 8 0 0.028 0 625 1825 0 5.84 10 0 0.00935897
si2_m4Dr2_m625.01 6 0 125 238 0 3.808 9 0 0.0307097 0 625 1825 0 5.84 10 0 0.00935897
si2_m4Dr2_m625.03 6 0 125 212 0 3.392 9 0 0.0273548 0 625 1825 0 5.84 9 0 0.00935897
si2_m4Dr2_m625.02 6 0 125 211 0 3.376 9 0 0.0272258 0 625 1825 0 5.84 10 0 0.00935897
si2_m4Dr2_m625.07 6 0 125 199 0 3.184 10 0 0.0256774 0 625 1825 0 5.84 10 0 0.00935897
si2_r005_m200.02 7 0 40 96 0 4.8 10 0 0.123077 0 200 1941 0 19.41 32 0 0.0975377
si2_r005_m200.01 7 0 40 83 0 4.15 7 0 0.10641 0 200 1941 0 19.41 33 0 0.0975377
si2_r005_m200.03 7 0 40 80 0 4 8 0 0.102564 0 200 1949 0 19.49 32 0 0.0979397
si2_r005_m200.05 7 0 40 96 0 4.8 9 0 0.123077 0 200 1954 0 19.54 31 0 0.098191
si2_r005_m200.08 7 0 40 83 0 4.15 8 0 0.10641 0 200 1937 0 19.37 32 0 0.0973367
si2_r005_m200.04 7 0 40 85 0 4.25 8 0 0.108974 0 200 1953 0 19.53 39 0 0.0981407
si2_r005_m200.09 7 0 40 79 0 3.95 9 0 0.101282 0 200 1934 0 19.34 31 0 0.0971859
si2_r005_m200.06 7 0 40 89 0 4.45 9 0 0.114103 0 200 1943 0 19.43 34 0 0.0976382
si2_r005_m200.00 7 0 40 86 0 4.3 8 0 0.110256 0 200 1938 0 19.38 32 0 0.0973869
si2_r005_m200.07 7 0 40 85 0 4.25 8 0 0.108974 0 200 1946 0 19.46 32 0 0.0977889
si4_b03m_m400.03 4 0 160 202 0 2.525 15 0 0.0158805 0 400 599 0 2.995 15 0 0.00750627
si4_b03m_m400.09 4 0 160 205 0 2.5625 12 0 0.0161164 0 400 600 0 3 12 0 0.0075188
si4_b03m_m400.08 4 0 160 202 0 2.525 15 0 0.0158805 0 400 599 0 2.995 15 0 0.00750627
si4_b03m_m400.04 4 0 160 203 0 2.5375 14 0 0.0159591 0 400 600 0 3 14 0 0.0075188
si4_b03m_m400.00 4 0 160 201 0 2.5125 17 0 0.0158019 0 400 600 0 3 17 0 0.0075188
si4_b03m_m400.01 4 0 160 198 0 2.475 16 0 0.015566 0 400 600 0 3 16 0 0.0075188
si4_b03m_m400.07 4 0 160 203 0 2.5375 13 0 0.0159591 0 400 600 0 3 16 0 0.0075188
si4_b03m_m400.02 4 0 160 199 0 2.4875 12 0 0.0156447 0 400 600 0 3 12 0 0.0075188
si4_b03m_m400.06 4 0 160 194 0 2.425 11 0 0.0152516 0 400 600 0 3 15 0 0.0075188
si4_b03m_m400.05 4 0 160 207 0 2.5875 14 0 0.0162736 0 400 600 0 3 14 0 0.0075188
si2_r01_m600.01 7 0 120 1380 0 23 40 0 0.193277 0 600 34152 0 113.84 149 0 0.19005
si2_r01_m600.06 7 0 120 1349 0 22.4833 35 0 0.188936 0 600 34158 0 113.86 142 0 0.190083
si2_r01_m600.09 7 0 120 1404 0 23.4 35 0 0.196639 0 600 34141 0 113.803 145 0 0.189989
si2_r01_m600.08 7 0 120 1314 0 21.9 35 0 0.184034 0 600 34166 0 113.887 148 0 0.190128
si2_r01_m600.04 7 0 120 1389 0 23.15 35 0 0.194538 0 600 34088 0 113.627 150 0 0.189694
si2_r01_m600.02 7 0 120 1293 0 21.55 32 0 0.181092 0 600 34188 0 113.96 141 0 0.19025
si2_r01_m600.00 7 0 120 1322 0 22.0333 35 0 0.185154 0 600 34114 0 113.713 141 0 0.189839
si2_r01_m600.07 7 0 120 1321 0 22.0167 31 0 0.185014 0 600 34083 0 113.61 141 0 0.189666
si2_r01_m600.03 7 0 120 1350 0 22.5 40 0 0.189076 0 600 34143 0 113.81 140 0 0.19
si2_r01_m600.05 7 0 120 1339 0 22.3167 35 0 0.187535 0 600 34210 0 114.033 144 0 0.190373
si4_m4Dr6_m256.01 6 0 102 207 0 4.05882 11 0 0.0401864 0 256 823 0 6.42969 11 0 0.0252145
si4_m4Dr6_m256.00 6 0 102 204 0 4 10 0 0.039604 0 256 825 0 6.44531 13 0 0.0252757
si4_m4Dr6_m256.05 6 0 102 205 0 4.01961 9 0 0.0397981 0 256 822 0 6.42188 11 0 0.0251838
si4_m4Dr6_m256.08 6 0 102 187 0 3.66667 9 0 0.0363036 0 256 824 0 6.4375 11 0 0.0252451
si4_m4Dr6_m256.03 6 0 102 221 0 4.33333 12 0 0.0429043 0 256 819 0 6.39844 12 0 0.0250919
si4_m4Dr6_m256.06 6 0 102 221 0 4.33333 9 0 0.0429043 0 256 825 0 6.44531 12 0 0.0252757
si4_m4Dr6_m256.09 6 0 102 209 0 4.09804 10 0 0.0405746 0 256 824 0 6.4375 12 0 0.0252451
si4_m4Dr6_m256.07 6 0 102 196 0 3.84314 9 0 0.0380509 0 256 825 0 6.44531 11 0 0.0252757
si4_m4Dr6_m256.02 6 0 102 219 0 4.29412 10 0 0.042516 0 256 823 0 6.42969 11 0 0.0252145
si4_m4Dr6_m256.04 6 0 102 207 0 4.05882 9 0 0.0401864 0 256 824 0 6.4375 11 0 0.0252451
si2_b03m_m400.02 4 0 80 96 0 2.4 10 0 0.0303797 0 400 600 0 3 21 0 0.0075188
si2_b03m_m400.00 4 0 80 94 0 2.35 11 0 0.0297468 0 400 600 0 3 15 0 0.0075188
si2_b03m_m400.01 4 0 80 90 0 2.25 12 0 0.028481 0 400 599 0 2.995 14 0 0.00750627
si2_b03m_m400.05 4 0 80 94 0 2.35 9 0 0.0297468 0 400 598 0 2.99 13 0 0.00749373
si2_b03m_m400.08 4 0 80 93 0 2.325 13 0 0.0294304 0 400 599 0 2.995 13 0 0.00750627
si2_b03m_m400.07 4 0 80 88 0 2.2 12 0 0.0278481 0 400 599 0 2.995 16 0 0.00750627
si2_b03m_m400.09 4 0 80 92 0 2.3 14 0 0.0291139 0 400 600 0 3 14 0 0.0075188
si2_b03m_m400.03 4 0 80 94 0 2.35 13 0 0.0297468 0 400 600 0 3 15 0 0.0075188
si2_b03m_m400.04 4 0 80 89 0 2.225 13 0 0.0281646 0 400 600 0 3 15 0 0.0075188
si2_b03m_m400.06 4 0 80 89 0 2.225 20 0 0.0281646 0 400 600 0 3 20 0 0.0075188
si2_b03m_m200.05 4 0 40 50 0 2.5 11 0 0.0641026 0 200 300 0 3 13 0 0.0150754
si2_b03m_m200.03 4 0 40 45 0 2.25 11 0 0.0576923 0 200 300 0 3 11 0 0.0150754
si2_b03m_m200.00 4 0 40 47 0 2.35 9 0 0.0602564 0 200 299 0 2.99 9 0 0.0150251
si2_b03m_m200.08 4 0 40 48 0 2.4 10 0 0.0615385 0 200 300 0 3 11 0 0.0150754
si2_b03m_m200.06 4 0 40 47 0 2.35 10 0 0.0602564 0 200 300 0 3 10 0 0.0150754
si2_b03m_m200.02 4 0 40 46 0 2.3 13 0 0.0589744 0 200 299 0 2.99 13 0 0.0150251
si2_b03m_m200.09 4 0 40 45 0 2.25 9 0 0.0576923 0 200 300 0 3 12 0 0.0150754
si2_b03m_m200.04 4 0 40 43 0 2.15 9 0 0.0551282 0 200 299 0 2.99 14 0 0.0150251
si2_b03m_m200.01 4 0 40 45 0 2.25 12 0 0.0576923 0 200 300 0 3 12 0 0.0150754
