instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
si6_r001_m200.02 7 0 1 3.91232 8 0.963056 0.876806 0.653611 2 1 3.70332 7 0.97265 0.88315 0.605
si6_r001_m200.01 7 0 1 4.06513 9 0.964028 0.879861 0.68 2 1 3.70879 8 0.9728 0.8805 0.5964
si6_r001_m200.00 7 0 1 3.92017 8 0.962222 0.869444 0.645278 3 1 3.71231 7 0.973 0.88235 0.6072
si6_r001_m200.04 7 0 1 4.1014 9 0.964028 0.881667 0.680833 2 1 3.69427 7 0.9731 0.8839 0.60585
si6_r001_m200.06 7 0 1 3.91653 8 0.962361 0.868472 0.63875 2 1 3.64824 7 0.9725 0.87765 0.58545
si6_r001_m200.08 7 0 1 4.01401 8 0.964028 0.877222 0.663333 2 1 3.6809 8 0.973 0.8811 0.59595
si6_r001_m200.03 7 0 1 4.16681 8 0.964861 0.888472 0.709306 2 1 3.66201 6 0.97275 0.8822 0.60055
si4_b06_m400.06 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.07 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.09 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.01 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.04 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.03 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.00 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.05 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.08 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si4_b06_m400.02 3 1 1 18.225 53 0.956719 0.920391 0.884766 13 1 33.7519 67 0.9825 0.9675 0.9525
si2_m4Dr6_m256.06 6 0 1 3.30667 6 0.914264 0.717416 0.448289 5 1 3.54102 7 0.970978 0.868317 0.555206
si2_m4Dr6_m256.05 6 0 1 3.38196 6 0.917339 0.738178 0.470588 5 1 3.55159 6 0.970978 0.869507 0.564789
si2_m4Dr6_m256.09 6 0 1 3.43137 5 0.920415 0.753556 0.518262 5 1 3.54917 6 0.971039 0.870178 0.563721
si2_m4Dr6_m256.00 6 0 1 3.12627 5 0.913495 0.705882 0.384468 5 1 3.56918 6 0.970947 0.867859 0.564728
si2_m4Dr6_m256.07 6 0 1 3.18824 5 0.921184 0.733564 0.42599 5 1 3.55196 6 0.970947 0.869232 0.563202
si2_m4Dr6_m256.04 6 0 1 3.22431 5 0.913495 0.715879 0.431373 5 1 3.57132 7 0.971008 0.869232 0.565979
si2_m4Dr6_m256.02 6 0 1 3.06588 5 0.905805 0.690504 0.34679 5 1 3.55371 6 0.970947 0.869507 0.56662
si2_m4Dr6_m256.01 6 0 1 3.56941 6 0.921953 0.753556 0.540561 5 1 3.54439 6 0.970978 0.868866 0.558594
si2_m4Dr6_m256.08 6 0 1 3.39451 5 0.921184 0.745098 0.495194 5 1 3.55401 6 0.970947 0.868408 0.561188
si2_m4Dr6_m256.03 6 0 1 3.14745 5 0.908881 0.695886 0.38985 5 1 3.58364 6 0.971069 0.871155 0.575775
si6_r01_m200.04 7 2 1 1.81751 3 0.800972 0.00972222 0 10 1 1.80995 3 0.8055 0.0004 0
si6_r01_m200.08 7 2 1 1.81275 3 0.79875 0.00722222 0 10 1 1.81075 3 0.8062 0.0005 0
si6_r01_m200.02 7 2 1 1.81779 3 0.801944 0.00902778 0 10 1 1.80905 3 0.8046 0.0004 0
si6_r01_m200.09 7 2 1 1.82983 3 0.807778 0.0151389 0 10 1 1.8104 3 0.8057 0.00065 0
si6_r01_m200.07 7 2 1 1.82115 3 0.804028 0.0102778 0 10 1 1.8099 3 0.8056 0.00025 0
si6_r01_m200.00 7 2 1 1.81008 3 0.796111 0.00722222 0 10 1 1.80975 3 0.80515 0.00055 0
si6_r01_m200.01 7 2 1 1.82045 3 0.803889 0.00972222 0 10 1 1.81131 3 0.80655 0.0007 0
si6_r01_m200.03 7 2 1 1.82591 3 0.806944 0.0120833 0 10 1 1.81 3 0.8053 0.00065 0
si6_r01_m200.05 7 2 1 1.82339 3 0.805 0.0115278 0 10 1 1.81111 3 0.8065 0.00055 0
si6_r01_m200.06 7 2 1 1.82311 3 0.804167 0.0120833 0 10 1 1.81191 3 0.80715 0.0007 0
si2_b03m_m800.03 4 0 1 4.59678 6 0.979531 0.916953 0.821719 49 1 7.11067 15 0.995003 0.985081 0.962109
si2_b03m_m800.02 4 0 1 5.34434 9 0.97875 0.916562 0.816484 48 0 7.14551 18 0.992509 0.982859 0.958403
si2_b03m_m800.09 4 0 1 4.11832 6 0.979688 0.925156 0.729609 48 0 7.03252 16 0.992509 0.982903 0.958337
si2_b03m_m800.04 4 0 1 5.47201 8 0.979141 0.936328 0.859531 49 0 7.10882 15 0.992503 0.982988 0.960347
si2_b03m_m800.06 4 0 1 5.15511 8 0.979062 0.923438 0.8425 49 1 7.17474 16 0.995 0.985328 0.962466
si2_b03m_m800.05 4 0 1 4.76517 8 0.979141 0.918047 0.825703 48 0 7.19744 15 0.992503 0.982669 0.960041
si2_b03m_m800.01 4 0 1 4.83538 7 0.979141 0.933594 0.838203 47 0 7.22943 18 0.992503 0.982772 0.960512
si2_b03m_m800.08 4 0 1 5.11148 8 0.979609 0.932969 0.861406 48 1 7.27199 16 0.995003 0.985581 0.964356
si2_b03m_m800.07 4 0 1 4.5908 6 0.979219 0.929375 0.82125 48 0 7.38275 18 0.992503 0.982553 0.958919
si2_b03m_m800.00 4 0 1 5.14277 8 0.979062 0.93125 0.852422 48 1 7.1107 15 0.995003 0.9853 0.963034
si2_r001_m200.06 7 0 1 4.63333 10 0.9175 0.81875 0.67375 2 1 3.69819 8 0.97275 0.8815 0.6015
si2_r001_m200.01 7 0 1 3.86923 9 0.915 0.785 0.565 3 1 3.64121 7 0.97255 0.8759 0.5778
si2_r001_m200.02 7 0 1 3.94359 9 0.915 0.785 0.57125 2 1 3.66503 8 0.97295 0.8787 0.58585
si2_r001_m200.07 7 0 1 3.4141 8 0.9075 0.74625 0.46625 3 1 3.66055 7 0.9722 0.87755 0.584
si2_r001_m200.04 7 0 1 4.08846 8 0.91625 0.7925 0.57875 2 1 3.68342 7 0.9728 0.8828 0.60095
si2_r001_m200.05 7 0 1 4.74872 10 0.92 0.8275 0.69375 2 1 3.63799 7 0.9724 0.87855 0.58825
si2_r001_m200.09 7 0 1 4.13846 9 0.92125 0.815 0.63375 3 1 3.69563 7 0.97285 0.8833 0.60545
si2_r001_m200.03 7 0 1 5.03718 13 0.9175 0.8125 0.6675 2 1 3.6694 7 0.97255 0.87755 0.58375
si2_r001_m200.00 7 0 1 5.28718 12 0.92375 0.845 0.73375 2 1 3.72688 7 0.97315 0.88635 0.6202
si2_r001_m200.08 7 0 1 4.49231 10 0.9175 0.815 0.6625 2 1 3.67779 8 0.97285 0.8806 0.5954
si6_b03m_m800.01 4 11 1 6.1845 11 0.992352 0.974731 0.932604 48 1 7.17249 16 0.995 0.984944 0.961875
si6_b03m_m800.08 4 11 1 6.03842 10 0.992214 0.974462 0.929731 49 1 7.12688 17 0.995 0.985297 0.961866
si6_b03m_m800.03 4 11 1 6.44738 12 0.992266 0.97546 0.935538 48 0 7.25156 16 0.992503 0.982859 0.960013
si6_b03m_m800.00 4 11 1 6.34985 12 0.992344 0.975443 0.933108 50 0 7.02624 15 0.990009 0.980263 0.957216
si6_b03m_m800.04 4 11 1 6.284 12 0.992274 0.974965 0.937318 48 0 7.25817 16 0.987522 0.977938 0.956488
si6_b03m_m800.05 4 10 1 6.28524 10 0.992361 0.976267 0.939314 49 1 7.24069 17 0.995 0.985544 0.963966
si6_b03m_m800.07 4 11 1 6.34524 10 0.992274 0.975495 0.936415 48 1 7.36099 16 0.995 0.985575 0.964416
si6_b03m_m800.06 4 11 1 6.41653 12 0.992378 0.974444 0.933559 46 0 7.12294 14 0.990016 0.980313 0.957547
si6_b03m_m800.09 4 11 1 6.46602 12 0.9923 0.973984 0.936484 48 1 7.15612 15 0.995003 0.984912 0.962363
si6_b03m_m800.02 4 11 1 6.27769 11 0.992257 0.974844 0.933177 48 0 7.24784 17 0.985034 0.975378 0.952538
si4_r005_m200.00 7 0 1 2.31899 4 0.88875 0.40375 0.01 7 1 2.03804 3 0.89755 0.1353 0
si4_r005_m200.08 7 0 1 2.34177 4 0.890625 0.42125 0.013125 7 1 2.03729 3 0.89765 0.13445 0
si4_r005_m200.02 7 0 1 2.37468 4 0.893125 0.443437 0.0209375 7 1 2.03673 3 0.89785 0.1337 0
si4_r005_m200.05 7 0 1 2.26076 4 0.882812 0.36125 0.0009375 7 1 2.03824 3 0.8977 0.13535 0
si4_r005_m200.06 7 0 1 2.30348 4 0.885938 0.391562 0.0096875 7 1 2.03166 3 0.8971 0.1294 0
si4_r005_m200.04 7 0 1 2.35222 4 0.891563 0.424687 0.0190625 7 1 2.03402 3 0.8976 0.13125 0
si4_r005_m200.07 7 0 1 2.36835 4 0.892188 0.439063 0.02 7 1 2.03201 3 0.8973 0.12955 0
si4_r005_m200.09 7 0 1 2.35316 4 0.893125 0.43 0.013125 7 1 2.04161 3 0.89825 0.13815 0
si4_r005_m200.01 7 0 1 2.32658 4 0.889062 0.415 0.0059375 7 1 2.03518 3 0.89755 0.13245 0
si4_r005_m200.03 7 0 1 2.31867 4 0.888125 0.400313 0.01375 7 1 2.03447 3 0.8976 0.1317 0
si6_b09m_m400.03 4 4 1 3.33257 6 0.967326 0.844271 0.449132 17 1 3.33851 6 0.975063 0.8658 0.456338
si6_b09m_m400.07 4 4 1 3.39826 5 0.967986 0.853299 0.495104 17 1 3.34877 6 0.97505 0.8673 0.466463
si6_b09m_m400.00 4 4 1 3.42483 6 0.966944 0.852951 0.503264 18 1 3.34426 6 0.975038 0.867075 0.460413
si6_b09m_m400.04 4 4 1 3.36039 6 0.967187 0.84934 0.47559 18 1 3.34846 6 0.975063 0.866988 0.464137
si6_b09m_m400.06 4 4 1 3.4045 6 0.967187 0.851285 0.488854 18 1 3.3305 5 0.97505 0.865925 0.454875
si6_b09m_m400.08 4 4 1 3.27531 6 0.965833 0.83434 0.422083 18 1 3.35449 6 0.975025 0.866375 0.463987
si6_b09m_m400.02 4 4 1 3.35035 5 0.966771 0.847569 0.465972 18 1 3.3365 6 0.975063 0.866 0.453763
si6_b09m_m400.05 4 5 1 3.32486 6 0.966458 0.843229 0.455069 17 1 3.34667 6 0.9751 0.86715 0.462025
si6_b09m_m400.09 4 4 1 3.39648 6 0.96809 0.851562 0.487257 17 1 3.34074 5 0.9751 0.866838 0.458813
si6_b09m_m400.01 4 4 1 3.36977 6 0.967049 0.848646 0.477014 17 1 3.34105 5 0.975038 0.866175 0.459875
si2_b09_m200.08 3 0 1 2.65769 6 0.77875 0.47625 0.24625 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.01 3 0 1 2.68974 6 0.78 0.485 0.255 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.06 3 0 1 2.66282 6 0.77875 0.4775 0.2475 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.05 3 0 1 2.66282 6 0.77875 0.4775 0.2475 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.00 3 0 1 2.66282 6 0.77875 0.4775 0.2475 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.02 3 0 1 2.70897 6 0.7825 0.48875 0.26 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.03 3 0 1 2.68974 6 0.78 0.485 0.255 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.04 3 0 1 2.68974 6 0.78 0.485 0.255 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.09 3 0 1 2.66282 6 0.77875 0.4775 0.2475 3 1 7.15075 13 0.95 0.87 0.79
si2_b09_m200.07 3 0 1 2.66282 6 0.77875 0.4775 0.2475 3 1 7.15075 13 0.95 0.87 0.79
si6_r01_m600.02 7 53 1 1.81066 2 0.80841 0 0 225 1 1.81024 2 0.808894 0 0
si6_r01_m600.06 7 55 1 1.80874 2 0.806497 0 0 225 1 1.80982 2 0.808467 0 0
si6_r01_m600.09 7 55 1 1.80795 2 0.80571 0 0 225 1 1.81002 2 0.808672 0 0
si6_r01_m600.08 7 55 1 1.80899 2 0.806744 0 0 225 1 1.80972 2 0.808367 0 0
si6_r01_m600.05 7 55 1 1.8095 2 0.807253 0 0 224 1 1.81003 2 0.808683 0 0
si6_r01_m600.07 7 53 1 1.81082 2 0.808565 0 0 224 1 1.81028 2 0.808928 0 0
si6_r01_m600.03 7 55 1 1.8086 2 0.806358 0 0 224 1 1.80978 2 0.808428 0 0
si6_r01_m600.00 7 54 1 1.81063 2 0.80838 0 0 224 1 1.80973 2 0.808383 0 0
si6_r01_m600.01 7 55 1 1.81159 2 0.809336 0 0 224 1 1.80984 2 0.808494 0 0
si6_r01_m600.04 7 54 1 1.80871 2 0.806466 0 0 225 1 1.81 2 0.80865 0 0
si2_b06_m200.02 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.00 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.01 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.06 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.09 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.07 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.04 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.08 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.03 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si2_b06_m200.05 3 0 1 4.9 13 0.8325 0.70125 0.58125 2 1 17.0854 34 0.965 0.935 0.905
si6_m4Dr2_m1296.05 6 55 1 5.54058 10 0.992154 0.97025 0.913138 219 1 5.69369 11 0.994633 0.979137 0.936059
si6_m4Dr2_m1296.09 6 53 1 5.78367 11 0.992432 0.972327 0.922709 219 1 5.7105 11 0.994634 0.979154 0.936141
si6_m4Dr2_m1296.01 6 54 1 5.54722 11 0.992058 0.969929 0.912409 217 1 5.67509 11 0.994636 0.979095 0.935477
si6_m4Dr2_m1296.06 6 50 1 5.96652 11 0.992889 0.975196 0.933041 218 1 5.71444 11 0.994633 0.97918 0.936584
si6_m4Dr2_m1296.07 6 51 1 5.94595 11 0.992637 0.973844 0.929364 218 1 5.69067 11 0.994633 0.979206 0.936547
si6_m4Dr2_m1296.03 6 53 1 5.60995 10 0.9923 0.971307 0.91774 218 1 5.66817 11 0.994634 0.979165 0.935993
si6_m4Dr2_m1296.04 6 53 1 5.49651 11 0.992154 0.969915 0.911508 220 1 5.67046 11 0.994633 0.979113 0.935838
si6_m4Dr2_m1296.00 6 51 1 5.9007 12 0.992747 0.974185 0.929149 218 1 5.67236 11 0.994633 0.979094 0.935552
si6_m4Dr2_m1296.08 6 53 1 5.64217 12 0.992369 0.971492 0.91826 220 1 5.66004 11 0.994634 0.979135 0.935946
si6_m4Dr2_m1296.02 6 54 1 5.61964 11 0.992084 0.970015 0.913506 219 1 5.70101 11 0.994633 0.979125 0.936021
si2_b09m_m800.09 4 1 1 3.4559 5 0.965859 0.873594 0.594609 101 1 3.6807 6 0.987516 0.929128 0.646153
si2_b09m_m800.07 4 1 1 3.42186 4 0.968047 0.869922 0.56875 99 1 3.68187 6 0.987513 0.928456 0.642763
si2_b09m_m800.00 4 1 1 3.50943 5 0.962734 0.860859 0.570234 99 1 3.695 6 0.987506 0.929588 0.651928
si2_b09m_m800.04 4 1 1 3.36274 4 0.965078 0.853516 0.529375 99 1 3.68659 6 0.987525 0.928963 0.646716
si2_b09m_m800.02 4 1 1 3.37885 4 0.960938 0.851719 0.551328 99 1 3.69674 6 0.987522 0.929319 0.650972
si2_b09m_m800.05 4 1 1 3.50825 5 0.965156 0.856094 0.558594 98 1 3.7005 6 0.987506 0.929488 0.651656
si2_b09m_m800.03 4 1 1 3.63742 5 0.964063 0.876094 0.617969 99 1 3.71183 6 0.987516 0.929656 0.655825
si2_b09m_m800.08 4 1 1 3.332 4 0.966641 0.853437 0.497344 100 1 3.69658 6 0.987516 0.929488 0.649841
si2_b09m_m800.06 4 1 1 3.60401 5 0.962187 0.868984 0.607656 101 1 3.69932 6 0.9875 0.929066 0.651028
si2_b09m_m800.01 4 1 1 3.54874 5 0.961562 0.871016 0.60125 101 1 3.70741 6 0.987516 0.929462 0.654447
si4_b03_m400.01 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.02 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.05 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.07 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.06 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.00 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.03 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.04 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.09 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si4_b03_m400.08 3 0 1 27.3395 80 0.975234 0.950703 0.926484 9 1 50.6241 100 0.99 0.98 0.97
si2_b03_m200.05 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.09 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.07 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.01 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.08 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.02 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.04 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.03 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.06 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si2_b03_m200.00 3 0 1 7.35769 20 0.90375 0.81125 0.72375 2 1 25.6231 50 0.98 0.96 0.94
si4_r005_m600.00 7 13 1 1.98623 3 0.89684 0.0852778 0 171 1 1.90535 3 0.900939 0.0029 0
si4_r005_m600.02 7 14 1 2.00401 3 0.900347 0.0994792 0 172 1 1.90531 3 0.900844 0.00295556 0
si4_r005_m600.08 7 14 1 1.99453 3 0.897986 0.0923958 0 172 1 1.9054 3 0.900989 0.0029 0
si4_r005_m600.05 7 14 1 2.00112 3 0.900451 0.0964931 0 172 1 1.90524 3 0.900889 0.00283889 0
si4_r005_m600.07 7 14 1 2.00101 3 0.899653 0.0971875 0 171 1 1.90535 3 0.90095 0.00289444 0
si4_r005_m600.06 7 14 1 1.99487 3 0.898854 0.091875 0 172 1 1.9051 3 0.90075 0.00284444 0
si4_r005_m600.01 7 14 1 1.99582 3 0.898403 0.0932639 0 172 1 1.90558 3 0.90105 0.00302222 0
si4_r005_m600.04 7 14 1 1.98075 3 0.895556 0.0811111 0 172 1 1.90528 3 0.900878 0.00289444 0
si4_r005_m600.03 7 14 1 1.99041 3 0.897118 0.0891667 0 172 1 1.90503 3 0.900744 0.00277778 0
si4_r005_m600.09 7 13 1 2.01583 3 0.902083 0.109514 0 173 1 1.90553 3 0.900994 0.00302778 0
si4_b09_m400.05 3 1 1 7.6059 21 0.939297 0.845469 0.756094 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.03 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.00 3 1 1 7.6059 21 0.939297 0.845469 0.756094 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.07 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.01 3 1 1 7.6059 21 0.939297 0.845469 0.756094 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.06 3 1 1 7.61462 21 0.939375 0.845938 0.756563 15 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.04 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.02 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.08 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b09_m400.09 3 1 1 7.61462 21 0.939375 0.845938 0.756563 16 1 13.406 26 0.975 0.935 0.895
si4_b06m_m400.06 4 1 1 3.81211 6 0.96625 0.882656 0.650469 12 1 4.16412 8 0.982525 0.933638 0.76485
si4_b06m_m400.03 4 1 1 3.89552 7 0.965313 0.869687 0.650156 12 1 4.14822 8 0.982525 0.932163 0.757225
si4_b06m_m400.01 4 1 1 4.06179 6 0.965938 0.894375 0.707422 12 1 4.17164 9 0.98255 0.932388 0.75355
si4_b06m_m400.08 4 1 1 3.78546 6 0.966484 0.883906 0.647109 12 1 4.11737 7 0.982513 0.932625 0.754212
si4_b06m_m400.05 4 1 1 3.87476 6 0.969375 0.892734 0.681016 12 1 4.09114 7 0.9825 0.931775 0.74835
si4_b06m_m400.07 4 1 1 4.0809 6 0.966172 0.894453 0.715 12 1 4.11974 7 0.9825 0.9323 0.755363
si4_b06m_m400.00 4 1 1 3.86439 6 0.966562 0.884687 0.659609 12 1 4.12515 7 0.98255 0.933175 0.759437
si4_b06m_m400.04 4 1 1 3.93664 6 0.965625 0.886953 0.682891 12 1 4.12474 7 0.9825 0.932037 0.753812
si4_b06m_m400.09 4 1 1 3.94119 6 0.967187 0.890781 0.678516 12 1 4.23247 8 0.982525 0.9346 0.773038
si4_b06m_m400.02 4 1 1 3.69851 6 0.966406 0.878203 0.611719 12 1 4.17377 8 0.982525 0.933562 0.7615
si2_m4Dr2_m625.05 6 0 1 4.12813 8 0.958464 0.856704 0.670976 39 1 5.08171 10 0.989056 0.958254 0.877363
si2_m4Dr2_m625.00 6 0 1 4.79303 8 0.9664 0.893952 0.78144 39 1 5.01722 9 0.989061 0.958239 0.8766
si2_m4Dr2_m625.08 6 0 1 4.02426 7 0.9568 0.84544 0.649472 38 1 5.09124 9 0.989056 0.958351 0.877988
si2_m4Dr2_m625.09 6 0 1 4.47161 8 0.961408 0.87168 0.714624 38 1 5.0837 10 0.989061 0.95851 0.878848
si2_m4Dr2_m625.06 6 0 1 4.40955 7 0.96384 0.886016 0.743424 39 1 5.02259 10 0.989061 0.958177 0.876058
si2_m4Dr2_m625.04 6 0 1 4.88103 9 0.964224 0.8896 0.772992 39 1 5.05945 10 0.989056 0.958182 0.876365
si2_m4Dr2_m625.01 6 0 1 4.27858 8 0.961536 0.86848 0.699008 39 1 5.07368 10 0.989056 0.958131 0.875858
si2_m4Dr2_m625.03 6 0 1 4.90645 9 0.964864 0.885376 0.767232 39 1 5.00127 10 0.989056 0.9581 0.875218
si2_m4Dr2_m625.02 6 0 1 4.82426 9 0.964992 0.888704 0.763392 39 1 5.03468 10 0.989056 0.95806 0.875336
si2_m4Dr2_m625.07 6 0 1 4.72219 8 0.966528 0.897408 0.781312 39 1 5.02303 10 0.989056 0.958044 0.875203
si2_r005_m200.02 7 0 1 2.48333 5 0.855 0.4825 0.10375 7 1 2.03754 3 0.89795 0.1344 0
si2_r005_m200.01 7 0 1 2.6141 5 0.87125 0.5625 0.135 7 1 2.04317 3 0.89795 0.14 0
si2_r005_m200.03 7 0 1 2.76154 6 0.875 0.5975 0.2125 7 1 2.03548 3 0.89755 0.13275 0
si2_r005_m200.05 7 0 1 2.43205 4 0.855 0.4725 0.06875 7 1 2.03467 3 0.8973 0.1322 0
si2_r005_m200.08 7 0 1 2.62821 5 0.87125 0.5525 0.155 7 1 2.03613 3 0.89815 0.1328 0
si2_r005_m200.04 7 0 1 2.67692 6 0.86875 0.55125 0.1875 7 1 2.03548 3 0.89735 0.13295 0
si2_r005_m200.09 7 0 1 2.73077 5 0.87625 0.5975 0.195 7 1 2.0408 3 0.8983 0.1373 0
si2_r005_m200.06 7 0 1 2.57179 5 0.86375 0.515 0.1375 7 1 2.0408 3 0.89785 0.13775 0
si2_r005_m200.00 7 0 1 2.59231 5 0.8675 0.5325 0.14 7 1 2.03759 3 0.8981 0.1343 0
si2_r005_m200.07 7 0 1 2.67179 5 0.86875 0.55625 0.1825 7 1 2.03683 3 0.8977 0.13395 0
si4_b03m_m400.03 4 1 1 5.14505 8 0.977969 0.931094 0.845313 9 1 6.60744 15 0.990012 0.972538 0.935075
si4_b03m_m400.09 4 1 1 5.67193 10 0.977734 0.937031 0.862031 8 0 6.64442 13 0.980038 0.962925 0.926488
si4_b03m_m400.08 4 1 1 5.20676 9 0.977969 0.929141 0.830781 8 0 6.64159 15 0.985025 0.967313 0.928713
si4_b03m_m400.04 4 1 1 5.70967 10 0.977891 0.938047 0.848047 8 1 6.68315 15 0.99 0.97255 0.935525
si4_b03m_m400.00 4 1 1 5.08294 9 0.978047 0.927422 0.822109 8 1 6.43753 15 0.99 0.971538 0.930412
si4_b03m_m400.01 4 0 1 5.21053 8 0.978281 0.935234 0.8525 8 0 6.44663 14 0.985012 0.966938 0.92645
si4_b03m_m400.07 4 1 1 5.78255 10 0.977891 0.940234 0.878594 9 1 6.64337 17 0.99 0.971938 0.932725
si4_b03m_m400.02 4 1 1 5.43892 9 0.978203 0.939609 0.867812 9 0 6.59255 14 0.985012 0.967612 0.930675
si4_b03m_m400.06 4 0 1 5.23608 8 0.978594 0.9425 0.860547 9 1 6.61723 15 0.99 0.972562 0.935238
si4_b03m_m400.05 4 1 1 5.24104 9 0.977578 0.932656 0.842969 9 1 6.60702 14 0.99 0.972387 0.9334
si2_r01_m600.01 7 2 1 1.81401 3 0.8 0.00722222 0 224 1 1.80995 2 0.8086 0 0
