@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
g15-g83,1,0,0.001,0.162,0.162,0.001
g15-g84,1,0,0.001,0.79,0.79,0.014
g15-g85,1,0,0.001,0.088,0.088,0
g15-g86-normed,1,0,0.001,0.088,0.088,0
g15-g87,1,0,0.001,0.129,0.129,0
g15-g88,1,0,0.001,0.141,0.141,0.001
g15-g89,1,0,0.001,0.109,0.109,0
g15-g90,1,0,0.002,0.263,0.263,0.001
g15-g91,1,0,0.002,0.162,0.162,0
g15-g92,1,0,0.003,0.225,0.225,0.002
g15-g93-normed,1,0,0.003,5.647,5.647,0.046
g15-g94,1,0,0.004,0.467,0.467,0.001
g15-g95,1,0,0.005,0.152,0.152,0.001
g15-g96,1,0,0.005,0.176,0.176,0
g15-g97,1,0,0.005,0.182,0.182,0.002
g15-g98,1,0,0.005,0.268,0.268,0
g15-g99,1,0,0.005,0.249,0.249,0
g16-g100,1,0,0.005,0.13,0.13,0
g16-g101,1,0,0.006,0.705,0.705,0.002
g16-g102,1,0,0.006,0.823,0.823,0.002
g16-g103,1,0,0.006,1.152,1.152,0.004
g16-g104,1,0,0.014,1.395,1.395,0.004
g16-g105,1,0,0.014,1.406,1.406,0.003
g16-g106,1,0,0.025,4.939,4.939,0.008
g16-g107,1,0,0.025,2.987,2.987,0.005
g16-g108,1,0,0.029,3.667,3.667,0.006
g16-g109,1,0,0.031,4.189,4.189,0.005
g16-g110,1,0,0.036,9.914,9.914,0.021
g16-g111,1,0,0.041,5.745,5.745,0.009
g16-g112,1,0,0.054,5.926,5.926,0.03
g16-g20,1,0,0,0,0,0
g16-g21,1,0,0,0,0,0
g16-g22,1,0,0,0,0,0
g16-g23,1,0,0,0,0,0
g16-g25,1,0,0,0,0,0
g16-g26,1,0,0,0,0,0
g16-g27,1,0,0,0,0,0
g16-g28,1,0,0,0,0,0
g16-g29,1,0,0,0.001,0.001,0
g16-g30,1,0,0,0.001,0.001,0
g16-g31,1,0,0,0.001,0.001,0
g16-g32,1,0,0,0.003,0.003,0
g16-g33,1,0,0,0,0,0
g16-g37,1,0,0,0.001,0.001,0
g16-g38,1,0,0,0,0,0
g16-g40,1,0,0,0.003,0.003,0
g16-g43,1,0,0,0.001,0.001,0
g16-g44,1,0,0,0.001,0.001,0
g16-g45,1,0,0,0.001,0.001,0
g16-g46,1,0,0,0.001,0.001,0
g16-g47,1,0,0,0.002,0.002,0
g16-g48,1,0,0,0.002,0.002,0
g16-g49,1,0,0,0.001,0.001,0
g16-g50,1,0,0,0.003,0.003,0
g16-g51,1,0,0,0.001,0.001,0
g16-g52,1,0,0,0.001,0.001,0
g16-g53,1,0,0,0.002,0.002,0
g16-g54,1,0,0,0.005,0.005,0
g16-g55,1,0,0,0.005,0.005,0
g16-g56,1,0,0,0.005,0.005,0
g16-g57,1,0,0,0.001,0.001,0
g16-g58-normed,1,0,0,0.003,0.003,0
g16-g59-normed,1,0,0,0.003,0.003,0
g16-g60-normed,1,0,0,0.006,0.006,0
g16-g61,1,0,0,0.005,0.005,0
g16-g62,1,0,0,0.008,0.008,0
g16-g63,1,0,0,0.023,0.023,0.001
g16-g64,1,0,0,0.051,0.051,0.005
g16-g65,1,0,0,0.027,0.027,0
g16-g66-normed,1,0,0,0.027,0.027,0
g16-g67,1,0,0,0.013,0.013,0
g16-g68,1,0,0,0.056,0.056,0.001
g16-g69,1,0,0,0.023,0.023,0
g16-g70,1,0,0,0.017,0.017,0
g16-g71,1,0,0,0.022,0.022,0
g16-g72,1,0,0,0.007,0.007,0
g16-g73-normed,1,0,0,0.029,0.029,0
g16-g74,1,0,0,0.019,0.019,0
g16-g75,1,0,0,0.032,0.032,0.004
g16-g76,1,0,0,0.154,0.154,0.017
g16-g77,1,0,0,0.317,0.317,0.019
g16-g78,1,0,0,0.068,0.068,0.001
g16-g79,1,0,0,0.043,0.043,0.001
g16-g80,1,0,0.001,0.021,0.021,0
g16-g81,1,0,0.001,0.205,0.205,0
g16-g82-normed,1,0,0.001,0.207,0.207,0.001
g16-g83,1,0,0.001,0.162,0.162,0.001
g16-g84,1,0,0.001,0.789,0.789,0.015
g16-g85,1,0,0.001,0.089,0.089,0
g16-g86-normed,1,0,0.001,0.089,0.089,0
g16-g87,1,0,0.001,0.128,0.128,0
g16-g88,1,0,0.001,0.141,0.141,0.001
g16-g89,1,0,0.001,0.109,0.109,0
g16-g90,1,0,0.002,0.264,0.264,0.001
g16-g91,1,0,0.002,0.162,0.162,0
g16-g92,1,0,0.003,0.229,0.229,0
g16-g93-normed,1,0,0.003,5.721,5.721,0.048
g16-g94,1,0,0.004,0.468,0.468,0.002
g16-g95,1,0,0.005,0.152,0.152,0
g16-g96,1,0,0.005,0.172,0.172,0
g16-g97,1,0,0.005,0.179,0.179,0
g16-g98,1,0,0.005,0.269,0.269,0.001
g16-g99,1,0,0.005,0.269,0.269,0.002
g17-g100,1,0,0.005,0.132,0.132,0
g17-g101,1,0,0.006,0.706,0.706,0.002
g17-g102,1,0,0.006,0.791,0.791,0.001
g17-g103,1,0,0.006,1.147,1.147,0.002
g17-g104,1,0,0.014,1.393,1.393,0.006
g17-g105,1,0,0.014,1.402,1.402,0.005
g17-g106,1,0,0.025,4.957,4.957,0.012
g17-g107,1,0,0.025,2.932,2.932,0.009
g17-g108,1,0,0.029,3.66,3.66,0.011
g17-g109,1,0,0.031,4.218,4.218,0.005
g17-g110,1,0,0.036,9.874,9.874,0.027
g17-g111,1,0,0.04,5.753,5.753,0.013
g17-g112,1,0,0.054,5.935,5.935,0.131
g17-g18,1,0,0,0,0,0
g17-g19,1,0,0,0,0,0
g17-g20,1,0,0,0,0,0
g17-g21,1,0,0,0,0,0
g17-g22,1,0,0,0,0,0
g17-g23,1,0,0,0,0,0
g17-g24,1,0,0,0,0,0
g17-g25,1,0,0,0,0,0
g17-g26,1,0,0,0,0,0
g17-g27,1,0,0,0,0,0
g17-g28,1,0,0,0,0,0
g17-g29,1,0,0,0.001,0.001,0
g17-g30,1,0,0,0.001,0.001,0
g17-g31,1,0,0,0.001,0.001,0
g17-g32,1,0,0,0.003,0.003,0
g17-g33,1,0,0,0,0,0
g17-g34,1,0,0,0,0,0
g17-g35,1,0,0,0,0,0
g17-g36,1,0,0,0.001,0.001,0
g17-g37,1,0,0,0.001,0.001,0
g17-g38,1,0,0,0,0,0
g17-g39,1,0,0,0,0,0
g17-g40,1,0,0,0.003,0.003,0
g17-g41,1,0,0,0.001,0.001,0
g17-g42,1,0,0,0.001,0.001,0
g17-g43,1,0,0,0.001,0.001,0
g17-g44,1,0,0,0.001,0.001,0
g17-g45,1,0,0,0.001,0.001,0
g17-g46,1,0,0,0.002,0.002,0
g17-g47,1,0,0,0.001,0.001,0
g17-g48,1,0,0,0.002,0.002,0
g17-g49,1,0,0,0.001,0.001,0
g17-g50,1,0,0,0.003,0.003,0
g17-g51,1,0,0,0.001,0.001,0
g17-g52,1,0,0,0.001,0.001,0
g17-g53,1,0,0,0.002,0.002,0
g17-g54,1,0,0,0.005,0.005,0
g17-g55,1,0,0,0.005,0.005,0
g17-g56,1,0,0,0.005,0.005,0
g17-g57,1,0,0,0.001,0.001,0
g17-g58-normed,1,0,0,0.003,0.003,0
g17-g59-normed,1,0,0,0.003,0.003,0
g17-g60-normed,1,0,0,0.006,0.006,0
g17-g61,1,0,0,0.005,0.005,0
g17-g62,1,0,0,0.008,0.008,0
g17-g63,1,0,0,0.023,0.023,0
g17-g64,1,0,0,0.05,0.05,0.002
g17-g65,1,0,0,0.027,0.027,0
g17-g66-normed,1,0,0,0.027,0.027,0
g17-g67,1,0,0,0.013,0.013,0
g17-g68,1,0,0,0.057,0.057,0.001
g17-g69,1,0,0,0.023,0.023,0
g17-g70,1,0,0,0.017,0.017,0
g17-g71,1,0,0,0.022,0.022,0
g17-g72,1,0,0,0.007,0.007,0
g17-g73-normed,1,0,0,0.029,0.029,0.001
g17-g74,1,0,0,0.019,0.019,0
g17-g75,1,0,0,0.032,0.032,0.005
g17-g76,1,0,0,0.155,0.155,0.019
g17-g77,1,0,0,0.318,0.318,0.019
g17-g78,1,0,0,0.067,0.067,0.001
g17-g79,1,0,0,0.042,0.042,0.001
g17-g80,1,0,0.001,0.021,0.021,0
g17-g81,1,0,0.001,0.208,0.208,0.001
g17-g82-normed,1,0,0.001,0.205,0.205,0
g17-g83,1,0,0.001,0.163,0.163,0.002
g17-g84,1,0,0.001,0.792,0.792,0.014
g17-g85,1,0,0.001,0.088,0.088,0
g17-g86-normed,1,0,0.001,0.089,0.089,0
g17-g87,1,0,0.001,0.129,0.129,0.002
g17-g88,1,0,0.001,0.141,0.141,0.002
g17-g89,1,0,0.001,0.11,0.11,0
g17-g90,1,0,0.002,0.265,0.265,0.002
g17-g91,1,0,0.002,0.164,0.164,0.016
g17-g92,1,0,0.003,0.228,0.228,0.015
g17-g93-normed,1,0,0.003,5.586,5.586,0.051
g17-g94,1,0,0.004,0.467,0.467,0.003
g17-g95,1,0,0.005,0.151,0.151,0.001
g17-g96,1,0,0.005,0.176,0.176,0.002
g17-g97,1,0,0.005,0.178,0.178,0.002
g17-g98,1,0,0.005,0.267,0.267,0.001
g17-g99,1,0,0.005,0.267,0.267,0.002
g18-g100,1,0,0.005,0.131,0.131,0.001
g18-g101,1,0,0.006,0.706,0.706,0.002
g18-g102,1,0,0.006,0.826,0.826,0.002
g18-g103,1,0,0.006,1.142,1.142,0.004
g18-g104,1,0,0.014,1.345,1.345,0.005
g18-g105,1,0,0.014,1.403,1.403,0.006
g18-g106,1,0,0.025,4.969,4.969,0.011
g18-g107,1,0,0.025,2.974,2.974,0.009
g18-g108,1,0,0.029,3.673,3.673,0.009
g18-g109,1,0,0.031,4.23,4.23,0.003
g18-g110,1,0,0.036,9.858,9.858,0.026
g18-g111,1,0,0.041,5.703,5.703,0.013
g18-g112,1,0,0.054,5.971,5.971,0.116
g18-g19,1,0,0,0,0,0
g18-g20,1,0,0,0,0,0
g18-g21,1,0,0,0,0,0
g18-g22,1,0,0,0,0,0
g18-g23,1,0,0,0,0,0
g18-g24,1,0,0,0,0,0
g18-g25,1,0,0,0,0,0
g18-g26,1,0,0,0,0,0
g18-g27,1,0,0,0,0,0
g18-g28,1,0,0,0,0,0
g18-g29,1,0,0,0.001,0.001,0
g18-g30,1,0,0,0.001,0.001,0
g18-g31,1,0,0,0.001,0.001,0
g18-g32,1,0,0,0.003,0.003,0
g18-g33,1,0,0,0,0,0
g18-g34,1,0,0,0,0,0
g18-g35,1,0,0,0,0,0
g18-g36,1,0,0,0.001,0.001,0
g18-g37,1,0,0,0.001,0.001,0
g18-g38,1,0,0,0,0,0
g18-g39,1,0,0,0,0,0
g18-g40,1,0,0,0.003,0.003,0
g18-g41,1,0,0,0.001,0.001,0
g18-g42,1,0,0,0.001,0.001,0
g18-g43,1,0,0,0.001,0.001,0
g18-g44,1,0,0,0.001,0.001,0
g18-g45,1,0,0,0.001,0.001,0
g18-g46,1,0,0,0.002,0.002,0
g18-g47,1,0,0,0.002,0.002,0
g18-g48,1,0,0,0.002,0.002,0
g18-g49,1,0,0,0.001,0.001,0
g18-g50,1,0,0,0.003,0.003,0
g18-g51,1,0,0,0.001,0.001,0
g18-g52,1,0,0,0.001,0.001,0
g18-g53,1,0,0,0.002,0.002,0
g18-g54,1,0,0,0.005,0.005,0
g18-g55,1,0,0,0.005,0.005,0
g18-g56,1,0,0,0.005,0.005,0
g18-g57,1,0,0,0.001,0.001,0
g18-g58-normed,1,0,0,0.003,0.003,0
g18-g59-normed,1,0,0,0.003,0.003,0
g18-g60-normed,1,0,0,0.005,0.005,0
g18-g61,1,0,0,0.005,0.005,0
g18-g62,1,0,0,0.008,0.008,0
g18-g63,1,0,0,0.023,0.023,0
g18-g64,1,0,0,0.051,0.051,0.002
g18-g65,1,0,0,0.027,0.027,0
g18-g66-normed,1,0,0,0.027,0.027,0
g18-g67,1,0,0,0.013,0.013,0
g18-g68,1,0,0,0.057,0.057,0.001
g18-g69,1,0,0,0.022,0.022,0
g18-g70,1,0,0,0.017,0.017,0
g18-g71,1,0,0,0.021,0.021,0
g18-g72,1,0,0,0.008,0.008,0
g18-g73-normed,1,0,0,0.029,0.029,0.002
g18-g74,1,0,0,0.02,0.02,0
g18-g75,1,0,0,0.033,0.033,0.005
g18-g76,1,0,0,0.155,0.155,0.019
g18-g77,1,0,0,0.318,0.318,0.018
g18-g78,1,0,0,0.067,0.067,0.001
g18-g79,1,0,0,0.043,0.043,0
g18-g80,1,0,0.001,0.022,0.022,0
g18-g81,1,0,0.001,0.204,0.204,0.002
g18-g82-normed,1,0,0.001,0.207,0.207,0.002
g18-g83,1,0,0.001,0.162,0.162,0.002
g18-g84,1,0,0.001,0.789,0.789,0.013
g18-g85,1,0,0.001,0.088,0.088,0
g18-g86-normed,1,0,0.001,0.088,0.088,0.001
g18-g87,1,0,0.001,0.128,0.128,0.002
g18-g88,1,0,0.001,0.143,0.143,0.002
g18-g89,1,0,0.001,0.11,0.11,0.001
g18-g90,1,0,0.002,0.264,0.264,0.001
g18-g91,1,0,0.002,0.163,0.163,0.015
g18-g92,1,0,0.003,0.228,0.228,0.013
g18-g93-normed,1,0,0.003,5.665,5.665,0.049
g18-g94,1,0,0.004,0.47,0.47,0.003
g18-g95,1,0,0.005,0.15,0.15,0
g18-g96,1,0,0.005,0.178,0.178,0.001
g18-g97,1,0,0.005,0.181,0.181,0.002
g18-g98,1,0,0.005,0.265,0.265,0.003
g18-g99,1,0,0.005,0.267,0.267,0.002
g19-g100,1,0,0.005,0.13,0.13,0
g19-g101,1,0,0.006,0.702,0.702,0.001
g19-g102,1,0,0.006,0.83,0.83,0.002
g19-g103,1,0,0.006,1.137,1.137,0.003
g19-g104,1,0,0.014,1.395,1.395,0.004
g19-g105,1,0,0.014,1.353,1.353,0.006
g19-g106,1,0,0.025,4.938,4.938,0.011
g19-g107,1,0,0.025,2.98,2.98,0.011
g19-g108,1,0,0.029,3.604,3.604,0.007
g19-g109,1,0,0.031,4.227,4.227,0.006
g19-g110,1,0,0.036,9.79,9.79,0.023
g19-g111,1,0,0.04,5.704,5.704,0.01
g19-g112,1,0,0.054,5.993,5.993,0.077
g19-g20,1,0,0,0,0,0
g19-g21,1,0,0,0,0,0
g19-g22,1,0,0,0,0,0
g19-g23,1,0,0,0,0,0
g19-g25,1,0,0,0,0,0
g19-g26,1,0,0,0,0,0
g19-g27,1,0,0,0,0,0
g19-g28,1,0,0,0,0,0
g19-g29,1,0,0,0.001,0.001,0
g19-g30,1,0,0,0.001,0.001,0
g19-g31,1,0,0,0.001,0.001,0
g19-g32,1,0,0,0.003,0.003,0
g19-g33,1,0,0,0,0,0
g19-g35,1,0,0,0,0,0
g19-g37,1,0,0,0.001,0.001,0
g19-g38,1,0,0,0,0,0
g19-g40,1,0,0,0.003,0.003,0
g19-g41,1,0,0,0.001,0.001,0
g19-g42,1,0,0,0.001,0.001,0
g19-g43,1,0,0,0.001,0.001,0
g19-g44,1,0,0,0.001,0.001,0
g19-g45,1,0,0,0.001,0.001,0
g19-g46,1,0,0,0.002,0.002,0
g19-g47,1,0,0,0.002,0.002,0
g19-g48,1,0,0,0.002,0.002,0
g19-g49,1,0,0,0.001,0.001,0
g19-g50,1,0,0,0.003,0.003,0
g19-g51,1,0,0,0.001,0.001,0
g19-g52,1,0,0,0.001,0.001,0
g19-g53,1,0,0,0.002,0.002,0
g19-g54,1,0,0,0.005,0.005,0
g19-g55,1,0,0,0.005,0.005,0
g19-g56,1,0,0,0.005,0.005,0
g19-g57,1,0,0,0.001,0.001,0
g19-g58-normed,1,0,0,0.003,0.003,0
g19-g59-normed,1,0,0,0.003,0.003,0
g19-g60-normed,1,0,0,0.006,0.006,0
g19-g61,1,0,0,0.005,0.005,0
g19-g62,1,0,0,0.008,0.008,0
g19-g63,1,0,0,0.023,0.023,0
g19-g64,1,0,0,0.051,0.051,0.006
g19-g65,1,0,0,0.027,0.027,0
g19-g66-normed,1,0,0,0.028,0.028,0
g19-g67,1,0,0,0.012,0.012,0
g19-g68,1,0,0,0.056,0.056,0
g19-g69,1,0,0,0.022,0.022,0
g19-g70,1,0,0,0.017,0.017,0
g19-g71,1,0,0,0.022,0.022,0
g19-g72,1,0,0,0.007,0.007,0
g19-g73-normed,1,0,0,0.03,0.03,0.001
g19-g74,1,0,0,0.019,0.019,0
g19-g75,1,0,0,0.032,0.032,0.005
g19-g76,1,0,0,0.154,0.154,0.017
g19-g77,1,0,0,0.318,0.318,0.017
g19-g78,1,0,0,0.066,0.066,0.001
g19-g79,1,0,0,0.042,0.042,0
g19-g80,1,0,0.001,0.022,0.022,0
g19-g81,1,0,0.001,0.209,0.209,0
g19-g82-normed,1,0,0.001,0.208,0.208,0
g19-g83,1,0,0.001,0.164,0.164,0
g19-g84,1,0,0.001,0.788,0.788,0.015
g19-g85,1,0,0.001,0.088,0.088,0
g19-g86-normed,1,0,0.001,0.089,0.089,0
g19-g87,1,0,0.001,0.129,0.129,0.001
g19-g88,1,0,0.001,0.142,0.142,0.001
g19-g89,1,0,0.001,0.112,0.112,0.001
g19-g90,1,0,0.002,0.263,0.263,0
g19-g91,1,0,0.002,0.163,0.163,0.01
g19-g92,1,0,0.003,0.234,0.234,0.009
g19-g93-normed,1,0,0.003,5.656,5.656,0.05
g19-g94,1,0,0.004,0.486,0.486,0.003
g19-g95,1,0,0.005,0.146,0.146,0
g19-g96,1,0,0.005,0.174,0.174,0
g19-g97,1,0,0.005,0.18,0.18,0.001
g19-g98,1,0,0.005,0.271,0.271,0.001
g19-g99,1,0,0.005,0.268,0.268,0.001
g20-g100,1,0,0.005,0.128,0.128,0.001
g20-g101,1,0,0.006,0.703,0.703,0.002
g20-g102,1,0,0.006,0.826,0.826,0.002
g20-g103,1,0,0.006,1.148,1.148,0.004
g20-g104,1,0,0.014,1.397,1.397,0.002
g20-g105,1,0,0.014,1.401,1.401,0.001
g20-g106,1,0,0.025,4.961,4.961,0.004
g20-g107,1,0,0.025,2.994,2.994,0.004
g20-g108,1,0,0.029,3.677,3.677,0.004
g20-g109,1,0,0.031,4.224,4.224,0.005
g20-g110,1,0,0.036,9.959,9.959,0.013
g20-g111,1,0,0.04,5.788,5.788,0.006
g20-g112,1,0,0.054,5.997,5.997,0.008
g20-g21,1,0,0,0,0,0
g20-g23,1,0,0,0,0,0
g20-g26,1,0,0,0,0,0
g20-g27,1,0,0,0,0,0
g20-g29,1,0,0,0.001,0.001,0
g20-g30,1,0,0,0.001,0.001,0
g20-g31,1,0,0,0.001,0.001,0
g20-g32,1,0,0,0.003,0.003,0
g20-g38,1,0,0,0,0,0
g20-g40,1,0,0,0.003,0.003,0
g20-g43,1,0,0,0.001,0.001,0
g20-g44,1,0,0,0.001,0.001,0
g20-g45,1,0,0,0.001,0.001,0
g20-g48,1,0,0,0.002,0.002,0
g20-g50,1,0,0,0.003,0.003,0
g20-g51,1,0,0,0.001,0.001,0
g20-g52,1,0,0,0.001,0.001,0
g20-g53,1,0,0,0.002,0.002,0
g20-g54,1,0,0,0.005,0.005,0
g20-g55,1,0,0,0.005,0.005,0
g20-g56,1,0,0,0.005,0.005,0
g20-g57,1,0,0,0.001,0.001,0
g20-g58-normed,1,0,0,0.003,0.003,0
g20-g59-normed,1,0,0,0.003,0.003,0
g20-g60-normed,1,0,0,0.006,0.006,0
g20-g61,1,0,0,0.005,0.005,0
g20-g62,1,0,0,0.008,0.008,0
g20-g63,1,0,0,0.023,0.023,0
g20-g64,1,0,0,0.051,0.051,0.005
g20-g65,1,0,0,0.027,0.027,0
g20-g66-normed,1,0,0,0.027,0.027,0
g20-g67,1,0,0,0.013,0.013,0
g20-g68,1,0,0,0.057,0.057,0.001
g20-g69,1,0,0,0.023,0.023,0
g20-g70,1,0,0,0.018,0.018,0
g20-g71,1,0,0,0.022,0.022,0
g20-g72,1,0,0,0.007,0.007,0
g20-g73-normed,1,0,0,0.029,0.029,0
g20-g74,1,0,0,0.019,0.019,0
g20-g75,1,0,0,0.032,0.032,0.004
g20-g76,1,0,0,0.154,0.154,0.017
g20-g77,1,0,0,0.318,0.318,0.018
g20-g78,1,0,0,0.067,0.067,0
g20-g79,1,0,0,0.042,0.042,0
g20-g80,1,0,0.001,0.022,0.022,0
g20-g81,1,0,0.001,0.206,0.206,0.002
g20-g82-normed,1,0,0.001,0.209,0.209,0.001
g20-g83,1,0,0.001,0.162,0.162,0.001
g20-g84,1,0,0.001,0.793,0.793,0.014
g20-g85,1,0,0.001,0.087,0.087,0
g20-g86-normed,1,0,0.001,0.089,0.089,0.001
g20-g87,1,0,0.001,0.127,0.127,0
g20-g88,1,0,0.001,0.141,0.141,0.001
g20-g89,1,0,0.001,0.11,0.11,0.001
g20-g90,1,0,0.002,0.26,0.26,0.002
g20-g91,1,0,0.002,0.163,0.163,0
g20-g92,1,0,0.003,0.227,0.227,0.002
g20-g93-normed,1,0,0.003,5.649,5.649,0.048
g20-g94,1,0,0.004,0.45,0.45,0.002
g20-g95,1,0,0.005,0.148,0.148,0.001
g20-g96,1,0,0.005,0.176,0.176,0.001
g20-g97,1,0,0.005,0.18,0.18,0.001
g20-g98,1,0,0.005,0.266,0.266,0.001
g20-g99,1,0,0.005,0.269,0.269,0.001
g21-g100,1,0,0.005,0.131,0.131,0.001
g21-g101,1,0,0.006,0.707,0.707,0.002
g21-g102,1,0,0.006,0.822,0.822,0.004
g21-g103,1,0,0.006,1.137,1.137,0.004
g21-g104,1,0,0.014,1.397,1.397,0.001
g21-g105,1,0,0.014,1.403,1.403,0.002
g21-g106,1,0,0.026,4.904,4.904,0.004
g21-g107,1,0,0.026,2.989,2.989,0.005
g21-g108,1,0,0.03,3.664,3.664,0.003
g21-g109,1,0,0.033,4.165,4.165,0.005
g21-g110,1,0,0.038,9.894,9.894,0.013
g21-g111,1,0,0.042,5.779,5.779,0.006
g21-g112,1,0,0.054,5.928,5.928,0.009
g21-g27,1,0,0,0,0,0
g21-g32,1,0,0,0.003,0.003,0
g21-g40,1,0,0,0.003,0.003,0
g21-g50,1,0,0,0.003,0.003,0
g21-g51,1,0,0,0.001,0.001,0
g21-g52,1,0,0,0.001,0.001,0
g21-g53,1,0,0,0.002,0.002,0
g21-g54,1,0,0,0.005,0.005,0
g21-g55,1,0,0,0.005,0.005,0
g21-g56,1,0,0,0.005,0.005,0
g21-g57,1,0,0,0.001,0.001,0
g21-g58-normed,1,0,0,0.003,0.003,0
g21-g59-normed,1,0,0,0.003,0.003,0
g21-g60-normed,1,0,0,0.006,0.006,0
g21-g61,1,0,0,0.005,0.005,0
g21-g62,1,0,0,0.008,0.008,0
g21-g63,1,0,0,0.023,0.023,0
g21-g64,1,0,0,0.051,0.051,0.003
g21-g65,1,0,0,0.027,0.027,0
g21-g66-normed,1,0,0,0.027,0.027,0
g21-g67,1,0,0,0.013,0.013,0
g21-g68,1,0,0,0.056,0.056,0.001
g21-g69,1,0,0,0.023,0.023,0
g21-g70,1,0,0,0.017,0.017,0
g21-g71,1,0,0,0.022,0.022,0
g21-g72,1,0,0,0.007,0.007,0
g21-g73-normed,1,0,0,0.029,0.029,0
g21-g74,1,0,0,0.019,0.019,0.001
g21-g75,1,0,0,0.032,0.032,0.001
g21-g76,1,0,0,0.154,0.154,0.014
g21-g77,1,0,0,0.318,0.318,0.019
g21-g78,1,0,0,0.066,0.066,0.001
g21-g79,1,0,0,0.042,0.042,0
g21-g80,1,0,0.001,0.022,0.022,0
g21-g81,1,0,0.001,0.206,0.206,0.002
g21-g82-normed,1,0,0.001,0.208,0.208,0.001
g21-g83,1,0,0.001,0.163,0.163,0
g21-g84,1,0,0.001,0.792,0.792,0.015
g21-g85,1,0,0.001,0.088,0.088,0.001
g21-g86-normed,1,0,0.001,0.088,0.088,0
g21-g87,1,0,0.001,0.129,0.129,0.001
g21-g88,1,0,0.001,0.142,0.142,0.001
g21-g89,1,0,0.001,0.11,0.11,0
g21-g90,1,0,0.002,0.264,0.264,0.001
g21-g91,1,0,0.002,0.161,0.161,0.001
g21-g92,1,0,0.003,0.226,0.226,0.002
g21-g93-normed,1,0,0.004,5.671,5.671,0.047
g21-g94,1,0,0.004,0.468,0.468,0.001
g21-g95,1,0,0.005,0.148,0.148,0
g21-g96,1,0,0.005,0.174,0.174,0
g21-g97,1,0,0.005,0.182,0.182,0.001
g21-g98,1,0,0.005,0.268,0.268,0.003
g21-g99,1,0,0.005,0.268,0.268,0.001
g22-g100,1,0,0.005,0.13,0.13,0.001
g22-g101,1,0,0.006,0.626,0.626,0.002
g22-g102,1,0,0.005,0.824,0.824,0.003
g22-g103,1,0,0.006,1.147,1.147,0.003
g22-g104,1,0,0.014,1.4,1.4,0.004
g22-g105,1,0,0.014,1.403,1.403,0.005
g22-g106,1,0,0.025,4.936,4.936,0.009
g22-g107,1,0,0.025,2.984,2.984,0.007
g22-g108,1,0,0.029,3.662,3.662,0.009
g22-g109,1,0,0.031,4.189,4.189,0.005
g22-g110,1,0,0.036,9.845,9.845,0.026
g22-g111,1,0,0.04,5.746,5.746,0.012
g22-g112,1,0,0.055,5.931,5.931,0.048
g22-g23,1,0,0,0,0,0
g22-g25,1,0,0,0,0,0
g22-g26,1,0,0,0,0,0
g22-g27,1,0,0,0,0,0
g22-g28,1,0,0,0,0,0
g22-g29,1,0,0,0.001,0.001,0
g22-g30,1,0,0,0.001,0.001,0
g22-g31,1,0,0,0.001,0.001,0
g22-g32,1,0,0,0.003,0.003,0
g22-g33,1,0,0,0,0,0
g22-g37,1,0,0,0.001,0.001,0
g22-g38,1,0,0,0,0,0
g22-g40,1,0,0,0.003,0.003,0
g22-g43,1,0,0,0.001,0.001,0
g22-g44,1,0,0,0.001,0.001,0
g22-g45,1,0,0,0.001,0.001,0
g22-g46,1,0,0,0.002,0.002,0
g22-g47,1,0,0,0.002,0.002,0
g22-g48,1,0,0,0.002,0.002,0
g22-g49,1,0,0,0.002,0.002,0
g22-g50,1,0,0,0.003,0.003,0
g22-g51,1,0,0,0.001,0.001,0
g22-g52,1,0,0,0.001,0.001,0
g22-g53,1,0,0,0.002,0.002,0
g22-g54,1,0,0,0.005,0.005,0
g22-g55,1,0,0,0.005,0.005,0
g22-g56,1,0,0,0.005,0.005,0
g22-g57,1,0,0,0.001,0.001,0
g22-g58-normed,1,0,0,0.003,0.003,0
g22-g59-normed,1,0,0,0.003,0.003,0
g22-g60-normed,1,0,0,0.006,0.006,0
g22-g61,1,0,0,0.005,0.005,0
g22-g62,1,0,0,0.007,0.007,0
g22-g63,1,0,0,0.023,0.023,0.001
g22-g64,1,0,0,0.051,0.051,0.006
g22-g65,1,0,0,0.027,0.027,0
g22-g66-normed,1,0,0,0.027,0.027,0
g22-g67,1,0,0,0.013,0.013,0
g22-g68,1,0,0,0.057,0.057,0.001
g22-g69,1,0,0,0.023,0.023,0
g22-g70,1,0,0,0.017,0.017,0
g22-g71,1,0,0,0.022,0.022,0
g22-g72,1,0,0,0.007,0.007,0
g22-g73-normed,1,0,0,0.029,0.029,0.001
g22-g74,1,0,0,0.019,0.019,0.001
g22-g75,1,0,0,0.032,0.032,0.005
g22-g76,1,0,0,0.155,0.155,0.019
g22-g77,1,0,0,0.318,0.318,0.018
g22-g78,1,0,0,0.066,0.066,0.001
g22-g79,1,0,0,0.042,0.042,0
g22-g80,1,0,0.001,0.022,0.022,0
g22-g81,1,0,0.001,0.205,0.205,0.001
g22-g82-normed,1,0,0.001,0.207,0.207,0.001
g22-g83,1,0,0.001,0.162,0.162,0
g22-g84,1,0,0.001,0.788,0.788,0.014
g22-g85,1,0,0.001,0.09,0.09,0
